Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Male,19,kogi,UTME,77,,83,,71,,69,,48,,78,64,50,57,45,,,,60,75,61,,44,,,54,,,45,,,46,52,63,50,,,69,,,,,,70,56,57,68,64,57,58,,,,63,,57,67,,,61,63,,,,,65,,80,,70,,60,,61,,,,63,81,,,,,,,,,56,57,65,64,64,72,74,58,68,62,,,,,,70,,,,61,80,,,52,,65,,,,,,,64,63,62,60,61,73,67,,66,61,62,,62,,,,61,3.771084337,Second Class Upper
Female,21,enugu,UTME,90,,83,,75,,67,,74,,60,72,78,65,60,,,,,76,64,,67,,,58,,,63,,,51,49,66,67,,,79,,,,,,76,45,52,91,66,71,62,,,,66,,66,56,,,71,55,,,,,67,,67,,67,,63,,53,,,,57,91,,,,,,,,,63,60,56,58,74,64,82,55,69,62,56,,,,,65,,,,58,74,,,46,,64,,,,,,,66,66,62,66,61,60,60,,64,70,54,,56,,,,68,3.93452381,Second Class Upper
Female,18,oyo,UTME,73,,77,,70,,62,,67,,,53,54,63,45,,,,,72,67,,46,,,73,,,59,,,52,67,57,55,,,73,,82,,,,68,56,62,81,70,71,64,,,,64,61,56,73,,,,64,,,,,53,,74,,54,,62,,60,,,,70,91,,,45,,,,,,45,55,57,69,81,70,74,47,61,63,,,,,,73,,,,52,81,,,64,,72,,,,,,,65,69,58,55,62,70,65,,66,63,63,,78,,,,66,3.957831325,Second Class Upper
Male,23,oyo,UTME,78,,77,,79,,75,,66,,78,54,49,58,52,,,,,66,57,,58,,,52,,,49,,,45,47,55,61,,,69,,,,,,51,45,54,46,62,58,51,,,,58,,48,55,,,53,72,,,,,54,,56,,54,,54,,67,,,,63,75,,,,,,,,,45,59,45,57,45,50,68,50,65,58,37,,,,,66,,,,54,60,,,45,,52,,,,,,,64,55,45,60,54,72,58,,52,63,67,,63,,,,57,3.164772727,Second Class Lower
Male,19,osun,UTME,66,,63,,70,,56,,46,,25,45,51,51,45,,,,,45,55,,47,,,60,,,54,,,45,45,51,45,,,48,,,,,,48,45,45,50,56,50,45,,,,47,,46,49,,,56,70,,,,,53,,63,,55,,,,45,,,,,64,,,,,,,,,49,55,45,48,76,53,48,45,45,45,,,,,,50,,,,45,60,,,,,45,,,,,,,64,48,52,45,53,53,46,,62,51,48,,0,,,,57,2.438202247,Second Class Lower
Female,22,kwara,UTME,79,,75,,77,,72,,72,,80,47,65,52,45,,,,,68,67,,55,,,66,,,54,,,45,47,63,63,,,82,,,,,,60,54,62,75,69,55,47,,,,65,,65,70,,,,72,,,,,60,,86,,77,,55,,53,,,,55,82,,,,,,,,,49,55,62,63,80,60,79,60,60,57,,,,,,64,,,,71,72,,,65,,73,,,,,,,66,60,64,45,60,80,68,,72,60,77,,74,,,,67,3.975308642,Second Class Upper
Female,20,kwara,UTME,71,,76,,76,,54,,63,,58,53,50,61,50,,,,,69,78,,55,,,52,,,51,,,45,47,49,52,,,87,,,,,,68,45,55,58,54,47,59,,,,56,,52,66,,,73,54,,,,,60,,81,,57,,66,,63,,,,57,83,,,,,,,,,47,57,67,61,78,64,66,58,50,60,,,,,63,60,,,,61,69,,,57,,67,,,,,,,60,64,60,67,61,64,57,,72,67,70,,55,,,,66,3.569767442,Second Class Upper
Female,18,kwara,UTME,73,,78,,78,,61,,63,,59,51,60,55,55,,,,58,79,68,,,,,68,,,56,,,45,55,62,71,,,74,,63,,,,66,49,55,65,69,69,64,,,,52,,64,63,,,,62,,,,,54,,70,,55,,53,,52,,,,72,90,,,45,,,,,,45,54,65,67,65,62,74,55,58,57,52,,,,,56,,,,45,73,,,62,,72,,,,,,,66,60,61,71,62,72,68,,56,66,63,,50,,,,65,3.570588235,Second Class Upper
Male,17,kwara,UTME,67,,68,,78,,55,,62,,58,51,53,55,45,,,,,56,68,,43,,,50,,,48,,,45,45,48,45,,,62,,,,,,57,45,56,63,61,54,48,,,,54,,64,49,,,57,63,,,,,50,,76,,57,,53,,55,,,,55,73,,,,,,,,,51,54,53,67,60,54,57,45,45,50,,,,,,64,,,,48,70,,,67,,72,,,,,,,59,61,58,60,45,77,50,,66,68,66,,65,,,,66,3.147727273,Second Class Lower
Female,18,osun,UTME,70,,70,,76,,59,,69,,61,49,56,45,45,,,,,62,58,,,,,56,,,53,,,45,46,53,45,,,61,,,,,,60,45,53,54,53,49,45,,,,51,,45,47,,,62,70,,,,,55,,51,,50,,45,,48,,,,71,79,,,,,,,,,45,56,52,47,71,48,72,45,54,57,,,,,,55,,,,53,57,,,60,,70,,,,,,,59,55,58,45,45,72,61,,64,61,60,,62,,56,,60,2.956284153,Second Class Lower
Male,18,osun,UTME,81,,73,,76,,59,,62,,45,52,58,60,45,,,,,70,62,,,,,62,,,60,,,49,56,59,46,,,65,,,,,,60,45,48,62,62,52,58,,,,52,,59,64,,,64,60,,,,,52,,79,,57,,58,,56,,,,61,76,,,,,,,,,51,55,57,63,51,68,61,53,57,60,,,,,,66,,,,63,72,,,66,,70,,,,,,,66,68,60,51,60,64,60,,72,47,47,,62,,,,61,3.615853659,Second Class Upper
Female,22,kwara,UTME,81,,77,,73,,67,,71,,78,53,62,56,45,,,,,75,63,,70,,,56,,,62,,,45,61,64,52,,,50,,,,,,69,45,65,76,66,67,55,,,,70,,68,61,,,70,62,,,,,56,,74,,54,,64,,51,,,,67,89,,,,,,,,,45,63,48,57,82,56,79,56,64,56,,,,,,60,,,,57,79,,,60,,60,,,,,,,61,60,63,67,61,71,52,,62,74,56,,62,,,,70,3.896341463,Second Class Upper
Male,20,kogi,UTME,75,,76,,65,,66,,58,,45,60,73,59,50,,,,,60,64,,51,,,55,,,49,,,45,48,48,55,,,71,,,,,,71,50,59,73,62,55,58,,,,56,,60,69,,,,68,,,,,57,,63,,62,,57,,50,,,,69,83,,,,,,,,,52,55,56,57,73,62,75,55,58,60,,,,,,57,,,,45,67,,,64,,71,,,,,,,62,62,52,57,57,63,57,,60,72,53,,45,,,,55,3.536585366,Second Class Upper
Male,17,osun,UTME,72,,67,,73,,60,,61,,64,45,51,56,50,,,,,54,65,,52,,,58,,,58,,,50,45,63,51,,,68,,,,,,71,45,52,65,60,49,62,,,,65,,55,53,,,61,54,,,,,50,,61,,47,,50,,48,,,,51,74,,,,0,,,,,52,55,52,50,50,46,61,49,66,53,,,,,60,61,,,,52,69,,,,,50,,,,,,,64,67,55,51,58,60,63,,72,60,67,,45,,,,61,3.142857143,Second Class Lower
Female,22,oyo,UTME,73,,70,,72,,57,,72,,60,48,50,50,48,,,,,57,54,,40,,,54,,,47,,,45,46,56,45,,,63,,,,,,66,50,46,50,52,59,48,,,,59,,48,58,,,61,60,,,,,56,,65,,49,,49,,53,,,,47,83,,,,,,,,,48,58,49,60,67,56,65,45,58,52,,,,,60,53,,,,45,66,,,54,,67,,,,,,,62,73,66,57,49,78,65,,60,61,68,,61,,,,63,2.982954545,Second Class Lower
Female,17,kogi,UTME,92,,80,,68,,78,,,,76,56,59,64,57,,,,56,81,63,,73,,,70,,,57,,,45,50,72,65,,,80,,,,,,66,54,54,65,66,68,68,,,,74,,61,68,,,78,52,,,,,60,,76,,74,,65,,66,,,,67,91,,,,,,,,,52,55,71,71,83,62,81,63,55,60,,,,,52,60,,,,45,84,,,77,,70,,,,,,,61,62,64,51,62,61,70,,60,60,65,,60,,,,65,3.988372093,Second Class Upper
Female,18,ogun,UTME,72,,70,,78,,65,,70,,,54,54,66,52,,,,,63,68,,60,,,66,,,54,,,50,62,46,58,,,66,,,,,,64,45,51,64,67,67,67,,,,63,,59,59,,,65,65,,,,,62,,70,,58,,66,,47,,,,71,88,,,52,,,,,,50,60,53,59,67,58,75,45,56,57,,,,,,67,,,,63,65,,,72,,73,,,,,,,58,61,61,50,57,76,66,,64,74,62,,72,,,,65,3.726190476,Second Class Upper
Male,16,oyo,UTME,73,,78,,77,,61,,68,,66,62,50,61,49,,,,,63,65,,60,,,60,,,61,,,46,57,62,48,,,76,,,,,,67,46,59,65,60,61,56,74,,,64,,52,62,,,65,62,,,,,65,,60,,74,,54,,59,,,,66,91,,,45,,,,,,62,54,69,64,61,58,67,57,66,58,,,,,,68,,,,55,77,,,45,,70,,,,,,,58,55,56,45,62,50,55,,66,65,61,,55,,,,66,3.542168675,Second Class Upper
Female,19,ekiti,Remedial,74,,75,,68,,45,,58,,,56,49,56,45,,,,,56,72,,52,,,62,,,50,,,45,48,53,50,,,69,,,,,,58,46,51,66,50,56,54,,,,62,,45,55,,,62,56,,,,,58,,70,,47,,59,,52,,,,60,68,,,,,,,,,52,61,50,59,74,64,60,50,58,56,,,,,,61,,,,62,73,,,54,,71,,,,,,,62,57,54,45,67,63,66,,68,67,51,,55,,,,58,3.244047619,Second Class Lower
Female,16,kwara,Remedial,54,,53,,63,,55,,43,,45,45,48,52,45,,,,,45,62,,41,,,62,,,46,,,45,47,46,46,,,61,,,,,,45,45,55,55,51,52,45,,,,53,,47,64,,,50,56,,,,,46,,47,,48,,68,,52,,,,53,71,,,,,,,,,54,58,45,63,61,50,62,46,58,60,,,,,,60,,,,56,58,57,,66,,64,,,,,,,60,52,45,45,51,64,58,,68,63,73,,55,,50,,65,2.738636364,Second Class Lower
Male,19,oyo,UTME,72,,66,,70,,58,,50,,52,51,55,61,45,,,,,56,72,,48,,,70,,,53,,,46,45,51,55,,,70,,,,,,57,49,51,60,63,52,47,,,,62,,50,51,,,40,71,,,,,63,,77,,61,,45,,52,,,,67,65,,,,,,,,,45,60,52,49,60,48,64,45,54,57,,,,,,50,,,,45,54,,,50,,52,,,,,,,62,61,53,54,55,50,73,,66,48,67,,0,,60,,62,3.142857143,Second Class Lower
Male,19,kogi,UTME,77,,81,,75,,78,,70,,68,63,55,59,49,,,,,64,72,,53,,,70,,,71,,,45,54,50,48,,,73,,,,,,69,54,53,65,61,62,47,,,,61,,63,58,,50,66,71,,,,,51,,58,,50,,49,,50,,,,52,84,,,,,,,,,57,53,45,56,72,64,74,48,51,64,,,,,,61,,,,52,70,,,45,,55,,,,,,,62,68,52,51,51,65,63,,58,65,45,,55,,,,51,3.255555556,Second Class Lower
Male,16,kwara,UTME,84,,71,,72,,66,,78,,54,60,63,63,45,,,,,74,57,,,,,56,,,47,,,51,52,49,45,,,76,,,,,,50,47,61,62,53,48,59,,61,,64,,53,54,,,,64,,,,,54,,79,,55,,52,,51,,,,56,80,,,,,,,,,54,58,62,55,71,66,59,48,70,64,,,,,,70,,,,45,72,,,58,,56,,,,,,,64,54,64,60,54,62,68,,55,53,54,,52,,,,65,3.410714286,Second Class Lower
Male,18,osun,UTME,86,,82,,70,,73,,68,,75,58,71,68,61,,,,,75,67,,60,,,70,,,59,,,45,52,70,47,,,81,,,,,,75,46,66,58,75,67,69,,,,64,,73,67,,,52,63,,,,,65,,55,,67,,70,,58,,,,61,90,,,,,,,,,55,58,63,63,71,52,76,65,71,58,,,,,,61,,,,45,74,,,46,,45,,,,,,,58,60,65,57,54,50,56,,55,57,48,,32,,,,55,3.529069767,Second Class Upper
Male,16,kwara,UTME,64,,58,,72,,64,,64,,52,53,50,52,45,,,,,54,70,,57,,,70,,,49,,,45,45,54,55,,,68,,,,,,64,45,45,46,68,45,55,45,,,51,,48,57,,,60,70,,,,,53,,52,,50,,52,,46,,,,49,86,,,50,,,,,,45,58,58,50,58,56,59,48,50,60,,,,,,50,,,,45,65,,,45,,45,,,,,,,60,54,62,47,47,52,58,,68,62,57,,0,,50,,60,2.827586207,Second Class Lower
Female,15,kwara,UTME,89,,79,,80,,46,,70,,50,70,65,67,61,,,,,64,71,,55,,,62,,,60,,,45,59,57,50,,,72,,,,,,68,46,53,65,73,69,56,,,,64,,57,65,,,,50,,,,,65,,80,,72,,72,,50,,,,67,71,,,,,,,,,49,63,55,64,66,70,77,59,57,60,,,,,,61,,,,55,78,,,52,,68,,,,,,,64,66,57,57,64,65,60,,60,60,58,,64,,,,65,3.647058824,Second Class Upper
Female,17,oyo,UTME,70,,72,,80,,59,,56,,64,62,55,57,46,,,,,64,74,,62,,,70,,,60,,,45,45,63,50,,,77,,,,,,58,45,50,82,60,52,55,,,,53,,58,46,,,,73,,,,,49,,50,,45,,53,,46,,,,65,71,,,,,,,,,45,55,48,59,74,48,46,45,48,64,,,,,,60,,,,60,73,,,45,,64,,,,,,,64,64,45,56,51,61,67,,72,60,60,,0,,,,61,3.379518072,Second Class Lower
Male,21,kwara,UTME,89,,71,,68,,69,,75,,76,48,62,68,57,,,,,71,70,,87,,,60,,,60,,,45,47,57,48,,,78,,,,,,74,47,71,81,60,61,60,,,,60,,76,62,,,72,70,,,,,53,,71,,52,,56,,58,,,,63,83,,,,,,,,,61,55,50,59,51,48,74,68,65,60,47,,,,,62,,,,67,75,,,51,,61,,,,,,,61,58,64,58,67,50,64,,68,60,48,,61,,,,67,3.831325301,Second Class Upper
Male,25,abia,UTME,90,,73,,54,,69,,68,,74,59,58,68,58,,,,60,61,61,,,,,58,,,58,,,45,55,55,66,,,76,,,,,,59,49,58,51,60,68,46,,,,59,,74,70,,,,52,,,,,59,,58,,72,,50,,62,,,,52,92,,,,,,,,,51,58,64,65,84,64,73,61,79,63,,,,,,67,,,,60,76,,,65,,66,,,,,,,61,54,73,55,71,66,70,,72,64,50,,52,,,,65,3.394285714,Second Class Lower
Female,18,kwara,UTME,86,,73,,,,63,,68,,,72,61,67,66,,,,60,70,63,,,,,66,,,58,,,52,58,70,58,,,72,,,,,,71,52,61,67,61,83,64,,,,59,,72,68,,60,70,63,,,,,65,,70,,79,,73,,53,,,,72,92,,,,50,,,,,54,58,69,78,72,78,86,79,74,66,,,,,62,68,,,,60,82,,,72,,70,,,,,,,61,66,68,71,70,78,70,,68,65,68,,60,,,,62,4.129411765,Second Class Upper
Female,16,kwara,UTME,65,,70,,78,,65,,62,,61,52,61,56,45,,,,,61,63,,51,,,60,,,67,,,45,45,51,46,,,73,,,,,,59,47,52,47,67,51,52,,,,51,,54,65,,,63,55,,,,,54,,80,,56,,57,,52,,,,66,74,,,,,,,,,57,54,67,53,65,56,67,53,59,60,,,,,,60,,,,54,76,,,70,,70,,,,,,,62,65,60,65,64,74,70,,58,67,56,,68,,,,61,3.41954023,Second Class Lower
Male,19,kwara,UTME,72,,68,,72,,70,,58,,46,62,57,48,54,,,,,53,61,,,,,65,,,57,,,45,45,51,56,,,62,,,,,,64,45,48,54,65,49,49,,,,45,,56,53,,,,72,,,,,45,,71,,48,,48,,48,,,,,74,,,,,,,,,45,55,50,47,67,60,65,48,51,60,,,,,,47,,,,47,68,,,45,,54,,,,,,,59,66,63,61,54,54,68,,64,66,72,,0,,61,,55,2.797687861,Second Class Lower
Female,17,kwara,UTME,84,,77,,,,65,,,,,56,62,57,49,,,,53,53,68,,47,,,56,,,61,,,55,58,64,51,,,86,,,,,,67,48,58,75,63,66,52,82,,,52,,76,71,,,67,60,,,,,65,,75,,52,,62,,63,,,,70,91,,,,,,,,,56,56,50,71,79,70,74,53,63,60,,,,,,46,,,,72,67,,,57,,70,,,,,,,60,62,60,72,61,73,66,,70,72,65,,65,,,,67,3.879518072,Second Class Upper
Male,18,kwara,UTME,82,,75,,58,,67,,60,,56,58,56,64,45,,,,,57,70,,33,,,70,,,57,,,46,54,61,63,,,73,,,,,,62,50,63,72,67,79,56,,,46,47,,66,62,,,,63,64,,,,57,,75,,65,,64,,59,,,,54,77,,,,,,,,,45,57,54,53,78,52,69,61,67,61,,,,,64,61,,,,60,71,,,45,,61,,,,,,,61,56,55,65,61,62,60,,70,70,51,,68,,,,62,3.595238095,Second Class Upper
Male,18,kwara,Remedial,72,,67,,72,,57,,66,,,55,59,57,45,,,,,56,66,,,,,57,,,58,,,45,45,52,50,,,62,,,,,,61,45,51,55,64,58,49,,,,55,,46,55,,,65,64,,,45,,54,,71,,65,,45,,51,,,,53,90,,,,,,,,,45,60,61,67,68,60,62,56,68,63,,,,,,63,,,,62,65,,,51,,50,,,,,,,48,62,70,45,61,68,71,,62,60,47,,63,,51,,55,3.071005917,Second Class Lower
Male,25,kogi,UTME,80,,73,,78,,70,,71,,66,54,72,65,51,,,,,72,64,,63,,,74,,,59,,,46,47,58,66,,,73,,88,,,,70,57,62,67,65,49,56,72,,,58,,50,68,,,68,73,,,,,49,,70,,52,,58,,53,,,,65,74,,,,,,,,,50,61,56,51,62,68,70,52,67,56,,,,,,54,,,,50,64,,,66,,45,,,,,,,63,62,66,63,60,64,67,,72,54,60,,48,,,,65,3.55952381,Second Class Upper
Male,18,kogi,UTME,66,,76,,53,,63,,55,,53,50,57,53,45,,,,,51,57,,,,,50,,,55,,,45,45,50,45,,,64,,,,,,61,45,60,59,48,51,50,,,,56,,58,56,,,60,70,,,,,62,,73,,56,,60,,51,,,,67,67,,,,,,,,,51,53,45,63,59,54,60,45,56,60,,,,,53,56,,,,51,65,,,45,,64,,,,,,,63,61,45,55,50,76,71,,62,60,68,,60,,,,64,3.10982659,Second Class Lower
Male,21,oyo,UTME,87,,63,,81,,66,,55,,74,50,48,56,46,,,,,73,62,,60,,,60,,,62,,,45,45,67,48,,,73,,,,,,74,45,60,70,60,64,63,,,,54,,67,61,,,61,64,,45,,,46,,65,,51,,60,,60,,,,51,66,,,,,,,,,45,58,56,55,84,54,78,47,59,61,,,,,,64,,,,45,71,,,51,,51,,,,,,,62,60,57,58,47,50,65,,68,60,65,,64,,,,55,3.517857143,Second Class Upper
Male,17,kwara,UTME,89,,75,,80,,77,,66,,71,52,70,59,54,,,,,66,67,,55,,,58,,,54,,,45,47,56,45,,,75,,,,,,66,59,60,54,58,63,52,60,,,55,,60,60,,,60,65,,,,,50,,63,,60,,55,,48,,,,66,76,,,45,,,,,,51,56,66,67,55,64,73,52,63,60,,,,,,61,,,,51,75,,,45,,70,,,,,,,56,60,55,53,60,72,55,,66,55,45,,0,,64,,56,3.305882353,Second Class Lower
Female,16,osun,UTME,58,,66,,65,,46,,46,,46,53,56,59,50,,,,,61,62,,,,,54,,,52,,,45,50,46,48,,,67,,,,,,60,45,53,58,65,46,58,,,,46,,50,64,,,63,65,,,,,61,,74,,45,,58,,53,,,,63,69,,,45,,,,,,45,54,46,50,53,54,75,46,52,60,,,,,,62,,,,65,64,,,52,,71,,,,,,,64,67,60,51,51,78,65,,72,71,68,,63,,,,71,3.269461078,Second Class Lower
Female,19,oyo,UTME,82,,75,,70,,62,,64,,73,63,66,61,48,,,,,69,68,,37,,,62,,,58,,,48,45,64,58,,,71,,,,,,64,55,51,52,73,65,62,,58,,74,,54,47,,,62,63,,,,,57,,72,,60,,71,,58,,,,47,86,,,,,,,,,45,58,58,62,57,62,76,62,51,60,,,,,61,61,,,,45,61,,,50,,71,,,,,,,55,64,54,63,62,63,71,,62,60,62,,54,,,,62,3.555555556,Second Class Upper
Female,17,oyo,UTME,76,,73,,78,,63,,61,,52,58,56,60,46,,,,50,59,68,,,,,60,,,53,,,45,49,47,57,,,70,,,,,,56,49,49,55,66,46,51,,,,57,,54,58,,,68,71,,,,,57,,62,,72,,50,,51,,,,66,77,,,,,,,,,47,63,58,49,55,56,69,52,66,60,56,,,,,56,,,,65,64,,,75,,70,,,,,,,53,64,48,47,54,73,61,,58,65,56,,57,,,,63,3.319277108,Second Class Lower
Female,17,kwara,UTME,62,,72,,72,,70,,60,,50,48,50,46,45,,,,,47,68,,57,,,61,,,61,,,45,45,50,47,,,67,,,,,,51,45,56,54,64,51,63,,,,58,,59,57,,,72,50,,,,,49,,84,,57,,57,,56,,,,62,73,,,,,,,,,45,58,52,47,79,70,58,45,67,57,,,,,,45,,,,50,62,,,56,,68,,,,,,,59,64,54,58,53,64,69,,64,61,71,,71,,,,66,3.164772727,Second Class Lower
Female,19,osun,UTME,77,,72,,74,,52,,68,,45,51,61,46,45,,,,,60,62,,,,,70,,,61,,,45,47,60,51,,,70,,,,,,64,52,56,72,64,69,50,,,,58,,51,65,,,54,72,,,,,49,,75,,52,,58,,46,,,,57,74,,,,,,,,,46,54,49,53,75,78,69,46,45,55,,,,,,72,,72,,50,68,,,54,,60,,,,,,,65,64,48,53,55,68,64,,68,62,66,,0,,45,,60,3.38372093,Second Class Lower
Male,20,anambra,UTME,81,,74,,77,,51,,54,,60,63,56,53,45,,,,,55,67,,,,,53,,,50,,,49,46,58,55,,,57,,,,,,66,45,45,55,61,55,49,,,,65,,50,45,,,51,56,,,,,54,,55,,48,,67,,54,,,,45,76,,,,,,,,,45,58,45,57,65,50,60,45,49,53,,,,,,48,,,,45,60,,,45,,45,,,,,,,62,60,52,47,55,60,52,,58,61,50,,46,,,,63,2.975609756,Second Class Lower
Female,17,kwara,UTME,71,,80,,81,,76,,68,,,63,60,64,59,,,,,79,64,,55,,,60,,,53,,,47,45,62,52,,,72,,,,,,55,50,59,65,64,61,56,71,,,66,,60,60,,,62,62,,,,,65,,75,,65,,54,,51,,,,57,73,,,,,,,,,54,62,62,56,70,72,76,45,66,57,,,,,,58,,,,60,74,,,50,,62,,,,,,,63,63,55,56,60,70,66,,60,51,57,,60,,,,61,3.765060241,Second Class Upper
Male,17,osun,Remedial,79,,74,,80,,66,,72,,55,56,60,56,45,,,,54,65,65,,,,,70,,,57,,,45,48,54,55,,,73,,,,,,63,56,58,45,65,62,53,,,,49,,57,64,,,45,71,,,,,58,,72,,60,,62,,47,,,,49,81,,,,,,,,,56,60,50,66,66,64,68,50,59,60,,,,,,50,,,,61,80,,,60,,54,,,,,,,60,56,57,45,56,60,57,,68,50,63,,74,,,,60,3.303030303,Second Class Lower
Female,18,kwara,UTME,71,,73,,76,,67,,,,65,46,53,58,45,,,,60,58,70,,,,,70,,,50,,,45,45,48,46,,,66,,,,,,63,45,55,63,65,51,52,,,,62,,48,65,,,74,73,,,,,55,,71,,54,,56,,53,,,,66,77,,,,,,,,,51,54,51,60,68,68,58,45,63,54,57,,,,,74,,,,45,62,,,64,,67,,,,,,,61,63,60,59,60,61,68,,70,65,61,,54,,,,60,3.523809524,Second Class Upper
Male,19,osun,Direct,,,,,,,,,,,,65,,72,,,,,,,,,,,,,,,66,,,45,60,64,74,,,78,,,,,,68,45,67,63,65,73,69,,,,81,,59,71,,,,54,,,,,47,,,,73,,55,,53,,,,53,67,,,,,,,,,45,63,60,64,60,53,63,45,51,75,68,,,,,70,,,,54,64,,,64,,63,,,,,,,63,67,64,,67,67,57,,61,86,63,,61,,,,60,3.8,Second Class Upper
Male,22,kwara,Direct,,,,,,,,,,,,46,,55,,,,,,,,,,,,,,,47,,,45,45,69,49,,,56,,,,,,45,45,59,55,58,45,51,,,,46,,49,66,,,,64,,,,,47,,70,,73,,52,,53,,,,54,74,,,,,,,,,45,55,45,45,50,50,55,45,58,55,,,,,,71,,,,45,57,,,45,,55,,,,,,,62,50,50,45,50,62,50,,,60,55,,54,,52,,60,2.608974359,Second Class Lower
Male,22,ogun,Direct,,,,,,,,,,,,49,50,63,45,,,,,,,,,,,,,,45,,,45,51,56,61,,,61,,,,,,56,45,56,73,74,48,55,,,,51,,50,72,,,,66,,,,,55,,70,,50,,48,,48,,,,45,51,,,,,,,,,45,62,64,48,50,50,56,45,45,62,,,,,,53,,,,47,64,50,,,,45,,,,,,,53,54,55,47,58,51,54,,56,79,58,,54,,,,55,2.432748538,Second Class Lower
Female,18,kwara,Direct,,,,,,,,,,,,45,47,47,45,,,,,,,,,,,,,,45,,,45,48,52,56,,,69,,,,,,51,45,56,50,57,48,46,,,,52,,52,56,,,,68,,,,,47,,83,,65,,73,,57,,,,50,60,,,,,,,,,45,67,46,45,60,51,52,49,50,54,60,,,,,54,,,,50,66,,,67,,60,,,,,,,62,66,53,56,61,69,45,,74,70,60,,62,,,,65,3.076923077,Second Class Lower
Male,22,ogun,Direct,,,,,,,,,,,,65,,67,58,,,,,,,,,,,,,,59,,,51,62,56,56,,,80,,,,,,59,48,72,64,70,74,59,,,,70,,54,79,,,,60,,,,,65,,73,,74,,54,,58,,,,55,61,,,,,,,,,46,66,60,64,65,64,81,51,72,70,52,,,,,56,,,,64,69,,,66,,68,,,,,,,65,78,60,62,66,59,59,,58,80,72,,68,,,,64,3.798507463,Second Class Upper
Female,44,kogi,Direct,,,,,,,,,,,,46,55,50,45,,,,,,,,,,,,,,45,,,45,48,51,61,,,77,,,,,,49,49,55,54,60,59,45,,,,47,,45,61,,,,70,,,,,60,,74,,48,,79,,45,,,,64,60,,,,,,,,,45,66,48,51,50,45,63,45,63,64,,,,,,70,,,,50,56,,,45,,54,,,,,,,62,50,47,51,59,66,45,,61,66,61,,64,,,,62,3,Second Class Lower
Male,25,ogun,Direct,,,,,,,,,,,,48,54,56,45,,,,,,,,,,,,,,61,,,45,49,52,46,,,73,,,,,,53,50,53,45,69,60,70,,,,49,,47,70,,,,57,,,,,63,,63,,65,,64,,55,,,,45,62,,,,,,,,,48,58,64,59,75,53,67,45,61,60,46,,,,,70,,,,45,60,,,68,,61,,,,,,,63,59,56,52,63,71,54,,70,90,48,,80,,,,66,3.138888889,Second Class Lower
Female,24,kwara,Direct,,,,,,,,,,,,73,,66,,,,,,,,,,,,,,,62,,,59,68,78,75,,,86,,,,,,62,51,69,74,68,85,76,,,,70,,75,72,,,,60,,,,,73,,70,,75,,73,,55,,,,70,75,,,,,,,,,60,67,63,79,86,65,83,74,61,75,62,,,,,56,,,,77,75,,,80,,70,,,,,,,69,78,64,77,80,72,68,,60,62,83,,74,,,,65,4.5,First Class
